Age,Gender,Race,Precinct,Total Registered: 2022
18 to 24,Male,Asian,Rochester W1 P13,1
18 to 24,Male,Asian,Rochester W1 P2,4
18 to 24,Male,Asian,Rochester W1 P7,1
18 to 24,Male,Asian,Rochester W1 P8,1
18 to 24,Male,Asian,Rochester W2 P1,1
18 to 24,Male,Asian,Rochester W2 P10,1
18 to 24,Male,Asian,Rochester W2 P3,1
18 to 24,Male,Asian,Rochester W2 P5,1
18 to 24,Male,Asian,Rochester W5 P14,1
18 to 24,Male,Asian,Byron,3
18 to 24,Male,Asian,Kasson P-2,1
18 to 24,Male,Asian,Kasson P-3,1
18 to 24,Male,Asian,Rochester Twp P-1,4
18 to 24,Male,Asian,Rochester W1 P11,1
18 to 24,Male,Asian,Rochester W1 P12,2
18 to 24,Male,Asian,Rochester W1 P13,1
18 to 24,Male,Asian,Rochester W1 P5,3
18 to 24,Male,Asian,Rochester W1 P7,3
18 to 24,Male,Asian,Rochester W1 P8,1
18 to 24,Male,Asian,Rochester W2 P1,2
18 to 24,Male,Asian,Rochester W2 P11,1
18 to 24,Male,Asian,Rochester W2 P3,1
18 to 24,Male,Asian,Rochester W2 P4,1
18 to 24,Male,Asian,Rochester W2 P6,2
18 to 24,Male,Asian,Rochester W2 P9,1
18 to 24,Male,Asian,Rochester W4 P10,2
18 to 24,Male,Asian,Rochester W4 P12,1
18 to 24,Male,Asian,Rochester W4 P8,1
18 to 24,Male,Asian,Stewartville,1
18 to 24,Male,Asian,Rochester W1 P10,2
18 to 24,Male,Asian,Rochester W2 P6,1
18 to 24,Male,Black,Rochester W4 P8,1
18 to 24,Male,Black,Rochester W4 P9,1
18 to 24,Male,Black,Rochester W1 P12,1
18 to 24,Male,Black,Rochester W1 P6,1
18 to 24,Male,Black,Rochester W1 P7,2
18 to 24,Male,Black,Rochester W1 P9,1
18 to 24,Male,Black,Rochester W2 P1,2
18 to 24,Male,Black,Rochester W2 P10,1
18 to 24,Male,Black,Rochester W2 P2,4
18 to 24,Male,Black,Rochester W2 P4,2
18 to 24,Male,Black,Rochester W4 P10,3
18 to 24,Male,Black,Rochester W4 P11,1
18 to 24,Male,Black,Rochester W4 P12,1
18 to 24,Male,Black,Rochester W4 P8,4
18 to 24,Male,Black,Rochester W4 P9,5
18 to 24,Male,Black,Rochester W5 P14,2
18 to 24,Male,Black,Stewartville,1
18 to 24,Male,Black,Rochester W1 P5,1
18 to 24,Male,Black,Rochester W1 P7,1
18 to 24,Male,Black,Rochester W2 P1,1
18 to 24,Male,Black,Rochester W4 P11,1
18 to 24,Male,Hispanic,Byron,4
18 to 24,Male,Hispanic,Claremont,2
18 to 24,Male,Hispanic,Claremont Twp.,1
18 to 24,Male,Hispanic,Dodge Center P-1,7
18 to 24,Male,Hispanic,Dodge Center P-2,1
18 to 24,Male,Hispanic,Hayfield,1
18 to 24,Male,Hispanic,Kasson P-2,3
18 to 24,Male,Hispanic,Kasson P-3,4
18 to 24,Male,Hispanic,Mantorville,3
18 to 24,Male,Hispanic,Rochester W1 P1,1
18 to 24,Male,Hispanic,Rochester W1 P10,1
18 to 24,Male,Hispanic,Rochester W1 P11,1
18 to 24,Male,Hispanic,Rochester W1 P12,6
18 to 24,Male,Hispanic,Rochester W1 P4,1
18 to 24,Male,Hispanic,Rochester W1 P5,1
18 to 24,Male,Hispanic,Rochester W1 P7,1
18 to 24,Male,Hispanic,Rochester W1 P8,1
18 to 24,Male,Hispanic,Rochester W2 P1,3
18 to 24,Male,Hispanic,Rochester W2 P10,2
18 to 24,Male,Hispanic,Rochester W2 P2,1
18 to 24,Male,Hispanic,Rochester W2 P4,1
18 to 24,Male,Hispanic,Rochester W2 P6,2
18 to 24,Male,Hispanic,Rochester W4 P10,2
18 to 24,Male,Hispanic,Rochester W4 P11,1
18 to 24,Male,Hispanic,Rochester W4 P12,13
18 to 24,Male,Hispanic,Rochester W4 P13,1
18 to 24,Male,Hispanic,Rochester W4 P8,7
18 to 24,Male,Hispanic,Rochester W4 P9,4
18 to 24,Male,Hispanic,Rock Dell Twp.,1
18 to 24,Male,Hispanic,Stewartville,6
18 to 24,Male,Hispanic,West Concord,2
18 to 24,Male,Hispanic,Rochester W1 P11,1
18 to 24,Male,Hispanic,Rochester W1 P12,1
18 to 24,Male,Hispanic,Rochester W1 P7,1
18 to 24,Male,Hispanic,Rochester W2 P1,1
18 to 24,Male,Hispanic,Rochester W4 P10,1
18 to 24,Male,Hispanic,Rochester W4 P11,1
18 to 24,Male,Hispanic,Rochester W4 P12,3
18 to 24,Male,White,Ashland Twp.,1
18 to 24,Male,White,Byron,35
18 to 24,Male,White,Canisteo Twp.,6
18 to 24,Male,White,Cascade Twp. P-3,1
18 to 24,Male,White,Claremont,4
18 to 24,Male,White,Claremont Twp.,2
18 to 24,Male,White,Concord Twp.,4
18 to 24,Male,White,Dodge Center P-1,22
18 to 24,Male,White,Dodge Center P-2,3
18 to 24,Male,White,Ellington Twp.,1
18 to 24,Male,White,Hayfield,10
18 to 24,Male,White,Hayfield Twp.,6
18 to 24,Male,White,High Forest Twp.,7
18 to 24,Male,White,Kalmar Twp.,9
18 to 24,Male,White,Kasson P-1,7
18 to 24,Male,White,Kasson P-2,32
18 to 24,Male,White,Kasson P-3,3
18 to 24,Male,White,Mantorville,15
18 to 24,Male,White,Mantorville Twp.,20
18 to 24,Male,White,Milton Twp.,7
18 to 24,Male,White,Ripley Twp.,2
18 to 24,Male,White,Rochester Twp P-1,11
18 to 24,Male,White,Rochester Twp P-2,1
18 to 24,Male,White,Rochester Twp P-3,1
18 to 24,Male,White,Rochester W1 P1,14
18 to 24,Male,White,Rochester W1 P10,14
18 to 24,Male,White,Rochester W1 P11,12
18 to 24,Male,White,Rochester W1 P12,13
18 to 24,Male,White,Rochester W1 P13,19
18 to 24,Male,White,Rochester W1 P14,5
18 to 24,Male,White,Rochester W1 P2,17
18 to 24,Male,White,Rochester W1 P4,9
18 to 24,Male,White,Rochester W1 P5,3
18 to 24,Male,White,Rochester W1 P6,9
18 to 24,Male,White,Rochester W1 P7,9
18 to 24,Male,White,Rochester W1 P8,13
18 to 24,Male,White,Rochester W1 P9,2
18 to 24,Male,White,Rochester W2 P1,4
18 to 24,Male,White,Rochester W2 P10,16
18 to 24,Male,White,Rochester W2 P11,9
18 to 24,Male,White,Rochester W2 P2,2
18 to 24,Male,White,Rochester W2 P3,13
18 to 24,Male,White,Rochester W2 P4,7
18 to 24,Male,White,Rochester W2 P5,7
18 to 24,Male,White,Rochester W2 P6,1
18 to 24,Male,White,Rochester W2 P9,4
18 to 24,Male,White,Rochester W4 P10,4
18 to 24,Male,White,Rochester W4 P11,10
18 to 24,Male,White,Rochester W4 P12,6
18 to 24,Male,White,Rochester W4 P13,3
18 to 24,Male,White,Rochester W4 P8,6
18 to 24,Male,White,Rochester W4 P9,3
18 to 24,Male,White,Rochester W5 P14,2
18 to 24,Male,White,Rock Dell Twp.,1
18 to 24,Male,White,Salem Twp.,10
18 to 24,Male,White,Stewartville,44
18 to 24,Male,White,Vernon Twp.,4
18 to 24,Male,White,Wasioja Twp.,3
18 to 24,Male,White,West Concord,3
18 to 24,Male,White,Westfield Twp.,4
18 to 24,Male,White,Ashland Twp.,2
18 to 24,Male,White,Byron,84
18 to 24,Male,White,Canisteo Twp.,7
18 to 24,Male,White,Claremont,3
18 to 24,Male,White,Claremont Twp.,5
18 to 24,Male,White,Concord Twp.,3
18 to 24,Male,White,Dodge Center P-1,19
18 to 24,Male,White,Dodge Center P-2,8
18 to 24,Male,White,Ellington Twp.,4
18 to 24,Male,White,Hayfield,14
18 to 24,Male,White,Hayfield Twp.,3
18 to 24,Male,White,High Forest Twp.,13
18 to 24,Male,White,Kalmar Twp.,21
18 to 24,Male,White,Kasson P-1,16
18 to 24,Male,White,Kasson P-2,60
18 to 24,Male,White,Kasson P-3,12
18 to 24,Male,White,Mantorville,15
18 to 24,Male,White,Mantorville Twp.,19
18 to 24,Male,White,Milton Twp.,9
18 to 24,Male,White,Ripley Twp.,2
18 to 24,Male,White,Rochester Twp P-1,25
18 to 24,Male,White,Rochester Twp P-2,1
18 to 24,Male,White,Rochester Twp P-3,1
18 to 24,Male,White,Rochester W1 P1,13
18 to 24,Male,White,Rochester W1 P10,20
18 to 24,Male,White,Rochester W1 P11,15
18 to 24,Male,White,Rochester W1 P12,21
18 to 24,Male,White,Rochester W1 P13,30
18 to 24,Male,White,Rochester W1 P14,8
18 to 24,Male,White,Rochester W1 P2,9
18 to 24,Male,White,Rochester W1 P4,14
18 to 24,Male,White,Rochester W1 P5,4
18 to 24,Male,White,Rochester W1 P6,22
18 to 24,Male,White,Rochester W1 P7,19
18 to 24,Male,White,Rochester W1 P8,18
18 to 24,Male,White,Rochester W1 P9,9
18 to 24,Male,White,Rochester W2 P1,13
18 to 24,Male,White,Rochester W2 P10,28
18 to 24,Male,White,Rochester W2 P11,25
18 to 24,Male,White,Rochester W2 P2,4
18 to 24,Male,White,Rochester W2 P3,9
18 to 24,Male,White,Rochester W2 P4,11
18 to 24,Male,White,Rochester W2 P5,8
18 to 24,Male,White,Rochester W2 P6,7
18 to 24,Male,White,Rochester W2 P9,7
18 to 24,Male,White,Rochester W4 P10,10
18 to 24,Male,White,Rochester W4 P11,11
18 to 24,Male,White,Rochester W4 P12,10
18 to 24,Male,White,Rochester W4 P13,4
18 to 24,Male,White,Rochester W4 P8,10
18 to 24,Male,White,Rochester W4 P9,3
18 to 24,Male,White,Rochester W5 P14,10
18 to 24,Male,White,Rock Dell Twp.,6
18 to 24,Male,White,Salem Twp.,20
18 to 24,Male,White,Stewartville,74
18 to 24,Male,White,Vernon Twp.,12
18 to 24,Male,White,Wasioja Twp.,18
18 to 24,Male,White,West Concord,14
18 to 24,Male,White,Westfield Twp.,4
18 to 24,Male,White,Byron,11
18 to 24,Male,White,Cascade Twp. P-3,1
18 to 24,Male,White,Claremont Twp.,1
18 to 24,Male,White,Concord Twp.,1
18 to 24,Male,White,Dodge Center P-1,1
18 to 24,Male,White,Dodge Center P-2,1
18 to 24,Male,White,Hayfield,1
18 to 24,Male,White,Kasson P-2,3
18 to 24,Male,White,Mantorville Twp.,2
18 to 24,Male,White,Milton Twp.,1
18 to 24,Male,White,Rochester Twp P-1,4
18 to 24,Male,White,Rochester Twp P-2,1
18 to 24,Male,White,Rochester W1 P1,3
18 to 24,Male,White,Rochester W1 P10,3
18 to 24,Male,White,Rochester W1 P11,1
18 to 24,Male,White,Rochester W1 P12,2
18 to 24,Male,White,Rochester W1 P13,3
18 to 24,Male,White,Rochester W1 P14,2
18 to 24,Male,White,Rochester W1 P2,3
18 to 24,Male,White,Rochester W1 P4,1
18 to 24,Male,White,Rochester W1 P5,1
18 to 24,Male,White,Rochester W1 P6,10
18 to 24,Male,White,Rochester W1 P7,3
18 to 24,Male,White,Rochester W1 P8,5
18 to 24,Male,White,Rochester W1 P9,1
18 to 24,Male,White,Rochester W2 P1,5
18 to 24,Male,White,Rochester W2 P10,8
18 to 24,Male,White,Rochester W2 P11,10
18 to 24,Male,White,Rochester W2 P2,3
18 to 24,Male,White,Rochester W2 P3,1
18 to 24,Male,White,Rochester W2 P4,4
18 to 24,Male,White,Rochester W2 P5,2
18 to 24,Male,White,Rochester W2 P6,2
18 to 24,Male,White,Rochester W2 P9,2
18 to 24,Male,White,Rochester W4 P10,1
18 to 24,Male,White,Rochester W4 P11,2
18 to 24,Male,White,Rochester W4 P12,3
18 to 24,Male,White,Rochester W4 P13,1
18 to 24,Male,White,Rochester W4 P8,1
18 to 24,Male,White,Rochester W5 P14,1
18 to 24,Male,White,Rock Dell Twp.,2
18 to 24,Male,White,Stewartville,12
18 to 24,Male,White,Vernon Twp.,1
18 to 24,Male,White,Wasioja Twp.,1
18 to 24,Male,White,West Concord,1
18 to 24,Male,White,Westfield Twp.,1
18 to 24,Male,Unknown,Byron,4
18 to 24,Male,Unknown,Claremont Twp.,1
18 to 24,Male,Unknown,Concord Twp.,1
18 to 24,Male,Unknown,Kasson P-2,3
18 to 24,Male,Unknown,Kasson P-3,1
18 to 24,Male,Unknown,Mantorville,1
18 to 24,Male,Unknown,Mantorville Twp.,3
18 to 24,Male,Unknown,Milton Twp.,1
18 to 24,Male,Unknown,Rochester Twp P-1,2
18 to 24,Male,Unknown,Rochester W1 P10,2
18 to 24,Male,Unknown,Rochester W1 P13,2
18 to 24,Male,Unknown,Rochester W1 P2,3
18 to 24,Male,Unknown,Rochester W2 P10,1
18 to 24,Male,Unknown,Rochester W2 P5,3
18 to 24,Male,Unknown,Rochester W2 P6,1
18 to 24,Male,Unknown,Rochester W2 P9,1
18 to 24,Male,Unknown,Rochester W4 P11,2
18 to 24,Male,Unknown,Rochester W4 P8,2
18 to 24,Male,Unknown,Rochester W5 P14,1
18 to 24,Male,Unknown,Rock Dell Twp.,3
18 to 24,Male,Unknown,Stewartville,4
18 to 24,Male,Unknown,West Concord,1
18 to 24,Female,Asian,Rochester Twp P-1,2
18 to 24,Female,Asian,Rochester W1 P1,1
18 to 24,Female,Asian,Rochester W1 P10,1
18 to 24,Female,Asian,Rochester W1 P11,1
18 to 24,Female,Asian,Rochester W1 P13,1
18 to 24,Female,Asian,Rochester W1 P14,3
18 to 24,Female,Asian,Rochester W1 P2,1
18 to 24,Female,Asian,Rochester W1 P7,2
18 to 24,Female,Asian,Rochester W2 P1,2
18 to 24,Female,Asian,Rochester W2 P10,2
18 to 24,Female,Asian,Rochester W2 P11,1
18 to 24,Female,Asian,Rochester W2 P5,1
18 to 24,Female,Asian,Rochester W4 P10,1
18 to 24,Female,Asian,Byron,1
18 to 24,Female,Asian,Rochester Twp P-1,2
18 to 24,Female,Asian,Rochester W1 P10,1
18 to 24,Female,Asian,Rochester W1 P12,1
18 to 24,Female,Asian,Rochester W1 P13,5
18 to 24,Female,Asian,Rochester W1 P2,1
18 to 24,Female,Asian,Rochester W1 P7,5
18 to 24,Female,Asian,Rochester W2 P1,3
18 to 24,Female,Asian,Rochester W2 P10,2
18 to 24,Female,Asian,Rochester W2 P11,1
18 to 24,Female,Asian,Rochester W2 P2,1
18 to 24,Female,Asian,Rochester W2 P3,3
18 to 24,Female,Asian,Rochester W2 P5,1
18 to 24,Female,Asian,Rochester W2 P6,2
18 to 24,Female,Asian,Rochester W4 P10,2
18 to 24,Female,Asian,Rochester W4 P12,1
18 to 24,Female,Asian,Rochester W4 P9,2
18 to 24,Female,Asian,Rochester W5 P14,1
18 to 24,Female,Asian,Stewartville,1
18 to 24,Female,Asian,Rochester Twp P-1,1
18 to 24,Female,Asian,Rochester W1 P1,1
18 to 24,Female,Asian,Rochester W1 P10,2
18 to 24,Female,Asian,Rochester W1 P2,2
18 to 24,Female,Asian,Rochester W2 P10,1
18 to 24,Female,Asian,Rochester W2 P3,1
18 to 24,Female,Asian,Rochester W2 P5,1
18 to 24,Female,Asian,Rochester W4 P8,1
18 to 24,Female,Black,Rochester W2 P6,1
18 to 24,Female,Black,Rochester W4 P9,1
18 to 24,Female,Black,Byron,2
18 to 24,Female,Black,Rochester Twp P-1,1
18 to 24,Female,Black,Rochester W1 P11,1
18 to 24,Female,Black,Rochester W1 P12,2
18 to 24,Female,Black,Rochester W1 P13,1
18 to 24,Female,Black,Rochester W1 P4,3
18 to 24,Female,Black,Rochester W1 P5,1
18 to 24,Female,Black,Rochester W1 P6,1
18 to 24,Female,Black,Rochester W1 P7,3
18 to 24,Female,Black,Rochester W1 P9,1
18 to 24,Female,Black,Rochester W2 P1,1
18 to 24,Female,Black,Rochester W2 P10,3
18 to 24,Female,Black,Rochester W2 P11,1
18 to 24,Female,Black,Rochester W2 P3,1
18 to 24,Female,Black,Rochester W2 P4,1
18 to 24,Female,Black,Rochester W2 P6,1
18 to 24,Female,Black,Rochester W2 P9,1
18 to 24,Female,Black,Rochester W4 P10,2
18 to 24,Female,Black,Rochester W4 P11,1
18 to 24,Female,Black,Rochester W4 P13,2
18 to 24,Female,Black,Rochester W4 P8,4
18 to 24,Female,Black,Rochester W4 P9,6
18 to 24,Female,Black,Rochester W5 P14,1
18 to 24,Female,Black,Rochester W1 P12,1
18 to 24,Female,Black,Rochester W4 P10,2
18 to 24,Female,Hispanic,Rochester W1 P11,1
18 to 24,Female,Hispanic,Rochester W4 P12,3
18 to 24,Female,Hispanic,Byron,7
18 to 24,Female,Hispanic,Canisteo Twp.,1
18 to 24,Female,Hispanic,Claremont,2
18 to 24,Female,Hispanic,Concord Twp.,1
18 to 24,Female,Hispanic,Dodge Center P-1,6
18 to 24,Female,Hispanic,Dodge Center P-2,2
18 to 24,Female,Hispanic,Ellington Twp.,1
18 to 24,Female,Hispanic,Hayfield,1
18 to 24,Female,Hispanic,Kasson P-2,2
18 to 24,Female,Hispanic,Kasson P-3,1
18 to 24,Female,Hispanic,Mantorville,2
18 to 24,Female,Hispanic,Rochester W1 P1,1
18 to 24,Female,Hispanic,Rochester W1 P10,2
18 to 24,Female,Hispanic,Rochester W1 P11,1
18 to 24,Female,Hispanic,Rochester W1 P12,6
18 to 24,Female,Hispanic,Rochester W1 P13,3
18 to 24,Female,Hispanic,Rochester W1 P4,2
18 to 24,Female,Hispanic,Rochester W1 P6,1
18 to 24,Female,Hispanic,Rochester W1 P9,1
18 to 24,Female,Hispanic,Rochester W2 P1,1
18 to 24,Female,Hispanic,Rochester W2 P10,1
18 to 24,Female,Hispanic,Rochester W2 P3,1
18 to 24,Female,Hispanic,Rochester W2 P4,1
18 to 24,Female,Hispanic,Rochester W2 P5,1
18 to 24,Female,Hispanic,Rochester W2 P6,2
18 to 24,Female,Hispanic,Rochester W4 P10,1
18 to 24,Female,Hispanic,Rochester W4 P11,1
18 to 24,Female,Hispanic,Rochester W4 P12,15
18 to 24,Female,Hispanic,Rochester W4 P13,1
18 to 24,Female,Hispanic,Rochester W4 P8,2
18 to 24,Female,Hispanic,Rochester W4 P9,4
18 to 24,Female,Hispanic,Stewartville,6
18 to 24,Female,Hispanic,West Concord,1
18 to 24,Female,Hispanic,Rochester W1 P10,1
18 to 24,Female,Hispanic,Rochester W1 P12,1
18 to 24,Female,Hispanic,Rochester W4 P12,2
18 to 24,Female,Hispanic,West Concord,1
18 to 24,Female,White,Ashland Twp.,2
18 to 24,Female,White,Byron,58
18 to 24,Female,White,Canisteo Twp.,8
18 to 24,Female,White,Cascade Twp. P-3,2
18 to 24,Female,White,Claremont Twp.,4
18 to 24,Female,White,Concord Twp.,2
18 to 24,Female,White,Dodge Center P-1,12
18 to 24,Female,White,Dodge Center P-2,4
18 to 24,Female,White,Ellington Twp.,2
18 to 24,Female,White,Hayfield,6
18 to 24,Female,White,Hayfield Twp.,6
18 to 24,Female,White,High Forest Twp.,7
18 to 24,Female,White,Kalmar Twp.,6
18 to 24,Female,White,Kasson P-1,2
18 to 24,Female,White,Kasson P-2,27
18 to 24,Female,White,Kasson P-3,12
18 to 24,Female,White,Mantorville,15
18 to 24,Female,White,Mantorville Twp.,23
18 to 24,Female,White,Marion Twp. P-2,1
18 to 24,Female,White,Milton Twp.,11
18 to 24,Female,White,Ripley Twp.,1
18 to 24,Female,White,Rochester Twp P-1,12
18 to 24,Female,White,Rochester Twp P-2,2
18 to 24,Female,White,Rochester Twp P-3,1
18 to 24,Female,White,Rochester W1 P1,6
18 to 24,Female,White,Rochester W1 P10,13
18 to 24,Female,White,Rochester W1 P11,11
18 to 24,Female,White,Rochester W1 P12,10
18 to 24,Female,White,Rochester W1 P13,14
18 to 24,Female,White,Rochester W1 P14,6
18 to 24,Female,White,Rochester W1 P2,8
18 to 24,Female,White,Rochester W1 P4,9
18 to 24,Female,White,Rochester W1 P5,2
18 to 24,Female,White,Rochester W1 P6,9
18 to 24,Female,White,Rochester W1 P7,10
18 to 24,Female,White,Rochester W1 P8,11
18 to 24,Female,White,Rochester W1 P9,3
18 to 24,Female,White,Rochester W2 P1,8
18 to 24,Female,White,Rochester W2 P10,7
18 to 24,Female,White,Rochester W2 P11,7
18 to 24,Female,White,Rochester W2 P2,6
18 to 24,Female,White,Rochester W2 P3,7
18 to 24,Female,White,Rochester W2 P4,5
18 to 24,Female,White,Rochester W2 P5,5
18 to 24,Female,White,Rochester W2 P6,16
18 to 24,Female,White,Rochester W2 P9,4
18 to 24,Female,White,Rochester W4 P10,4
18 to 24,Female,White,Rochester W4 P11,13
18 to 24,Female,White,Rochester W4 P12,4
18 to 24,Female,White,Rochester W4 P13,2
18 to 24,Female,White,Rochester W4 P8,12
18 to 24,Female,White,Rochester W4 P9,2
18 to 24,Female,White,Rochester W5 P14,3
18 to 24,Female,White,Rock Dell Twp.,6
18 to 24,Female,White,Salem Twp.,9
18 to 24,Female,White,Stewartville,44
18 to 24,Female,White,Vernon Twp.,4
18 to 24,Female,White,Wasioja Twp.,12
18 to 24,Female,White,West Concord,4
18 to 24,Female,White,Westfield Twp.,5
18 to 24,Female,White,Ashland Twp.,1
18 to 24,Female,White,Byron,67
18 to 24,Female,White,Canisteo Twp.,4
18 to 24,Female,White,Cascade Twp. P-3,1
18 to 24,Female,White,Claremont,3
18 to 24,Female,White,Claremont Twp.,4
18 to 24,Female,White,Concord Twp.,7
18 to 24,Female,White,Dodge Center P-1,16
18 to 24,Female,White,Dodge Center P-2,1
18 to 24,Female,White,Ellington Twp.,1
18 to 24,Female,White,Hayfield,9
18 to 24,Female,White,Hayfield Twp.,8
18 to 24,Female,White,High Forest Twp.,15
18 to 24,Female,White,Kalmar Twp.,14
18 to 24,Female,White,Kasson P-1,8
18 to 24,Female,White,Kasson P-2,42
18 to 24,Female,White,Kasson P-3,11
18 to 24,Female,White,Mantorville,16
18 to 24,Female,White,Mantorville Twp.,28
18 to 24,Female,White,Milton Twp.,8
18 to 24,Female,White,Ripley Twp.,3
18 to 24,Female,White,Rochester Twp P-1,27
18 to 24,Female,White,Rochester Twp P-2,4
18 to 24,Female,White,Rochester W1 P1,14
18 to 24,Female,White,Rochester W1 P10,27
18 to 24,Female,White,Rochester W1 P11,16
18 to 24,Female,White,Rochester W1 P12,29
18 to 24,Female,White,Rochester W1 P13,33
18 to 24,Female,White,Rochester W1 P14,5
18 to 24,Female,White,Rochester W1 P2,8
18 to 24,Female,White,Rochester W1 P4,16
18 to 24,Female,White,Rochester W1 P5,8
18 to 24,Female,White,Rochester W1 P6,23
18 to 24,Female,White,Rochester W1 P7,18
18 to 24,Female,White,Rochester W1 P8,16
18 to 24,Female,White,Rochester W1 P9,8
18 to 24,Female,White,Rochester W2 P1,18
18 to 24,Female,White,Rochester W2 P10,15
18 to 24,Female,White,Rochester W2 P11,24
18 to 24,Female,White,Rochester W2 P2,4
18 to 24,Female,White,Rochester W2 P3,17
18 to 24,Female,White,Rochester W2 P4,8
18 to 24,Female,White,Rochester W2 P5,16
18 to 24,Female,White,Rochester W2 P6,18
18 to 24,Female,White,Rochester W2 P9,7
18 to 24,Female,White,Rochester W4 P10,14
18 to 24,Female,White,Rochester W4 P11,21
18 to 24,Female,White,Rochester W4 P12,6
18 to 24,Female,White,Rochester W4 P13,10
18 to 24,Female,White,Rochester W4 P8,10
18 to 24,Female,White,Rochester W4 P9,4
18 to 24,Female,White,Rochester W5 P14,5
18 to 24,Female,White,Rock Dell Twp.,8
18 to 24,Female,White,Salem Twp.,12
18 to 24,Female,White,Stewartville,71
18 to 24,Female,White,Vernon Twp.,5
18 to 24,Female,White,Wasioja Twp.,9
18 to 24,Female,White,West Concord,9
18 to 24,Female,White,Westfield Twp.,8
18 to 24,Female,White,Byron,14
18 to 24,Female,White,Dodge Center P-1,2
18 to 24,Female,White,Dodge Center P-2,1
18 to 24,Female,White,Ellington Twp.,1
18 to 24,Female,White,Hayfield,2
18 to 24,Female,White,Kasson P-1,1
18 to 24,Female,White,Kasson P-2,7
18 to 24,Female,White,Kasson P-3,1
18 to 24,Female,White,Mantorville Twp.,2
18 to 24,Female,White,Rochester Twp P-1,4
18 to 24,Female,White,Rochester Twp P-2,1
18 to 24,Female,White,Rochester W1 P1,4
18 to 24,Female,White,Rochester W1 P10,4
18 to 24,Female,White,Rochester W1 P12,5
18 to 24,Female,White,Rochester W1 P13,11
18 to 24,Female,White,Rochester W1 P2,3
18 to 24,Female,White,Rochester W1 P4,3
18 to 24,Female,White,Rochester W1 P7,3
18 to 24,Female,White,Rochester W1 P8,3
18 to 24,Female,White,Rochester W1 P9,4
18 to 24,Female,White,Rochester W2 P1,8
18 to 24,Female,White,Rochester W2 P10,7
18 to 24,Female,White,Rochester W2 P11,4
18 to 24,Female,White,Rochester W2 P2,1
18 to 24,Female,White,Rochester W2 P3,6
18 to 24,Female,White,Rochester W2 P4,4
18 to 24,Female,White,Rochester W2 P5,3
18 to 24,Female,White,Rochester W2 P6,2
18 to 24,Female,White,Rochester W2 P9,3
18 to 24,Female,White,Rochester W4 P10,3
18 to 24,Female,White,Rochester W4 P11,1
18 to 24,Female,White,Rochester W4 P12,4
18 to 24,Female,White,Rochester W4 P8,3
18 to 24,Female,White,Rochester W5 P14,1
18 to 24,Female,White,Rock Dell Twp.,1
18 to 24,Female,White,Salem Twp.,3
18 to 24,Female,White,Stewartville,11
18 to 24,Female,White,Vernon Twp.,1
18 to 24,Female,White,Wasioja Twp.,2
18 to 24,Female,Unknown,Byron,3
18 to 24,Female,Unknown,Canisteo Twp.,1
18 to 24,Female,Unknown,High Forest Twp.,1
18 to 24,Female,Unknown,Kalmar Twp.,1
18 to 24,Female,Unknown,Kasson P-2,7
18 to 24,Female,Unknown,Kasson P-3,2
18 to 24,Female,Unknown,Mantorville,1
18 to 24,Female,Unknown,Mantorville Twp.,5
18 to 24,Female,Unknown,Milton Twp.,2
18 to 24,Female,Unknown,Rochester Twp P-1,2
18 to 24,Female,Unknown,Rochester W1 P1,1
18 to 24,Female,Unknown,Rochester W1 P10,6
18 to 24,Female,Unknown,Rochester W1 P11,1
18 to 24,Female,Unknown,Rochester W1 P12,2
18 to 24,Female,Unknown,Rochester W1 P13,3
18 to 24,Female,Unknown,Rochester W1 P6,2
18 to 24,Female,Unknown,Rochester W1 P7,3
18 to 24,Female,Unknown,Rochester W2 P1,1
18 to 24,Female,Unknown,Rochester W2 P11,5
18 to 24,Female,Unknown,Rochester W2 P5,1
18 to 24,Female,Unknown,Rochester W4 P10,1
18 to 24,Female,Unknown,Rochester W4 P11,1
18 to 24,Female,Unknown,Rochester W4 P13,1
18 to 24,Female,Unknown,Stewartville,3
18 to 24,Unknown,Asian,Byron,1
18 to 24,Unknown,Asian,Rochester W1 P1,1
18 to 24,Unknown,Asian,Rochester W1 P10,1
18 to 24,Unknown,Asian,Rochester W1 P2,1
18 to 24,Unknown,Asian,Rochester W1 P6,1
18 to 24,Unknown,Asian,Rochester W1 P7,1
18 to 24,Unknown,Asian,Rochester W2 P10,1
18 to 24,Unknown,Asian,Rochester W2 P5,3
18 to 24,Unknown,Asian,Rochester W5 P14,1
18 to 24,Unknown,Asian,Byron,1
18 to 24,Unknown,Asian,Dodge Center P-1,1
18 to 24,Unknown,Asian,Rochester Twp P-1,5
18 to 24,Unknown,Asian,Rochester W1 P1,2
18 to 24,Unknown,Asian,Rochester W1 P10,2
18 to 24,Unknown,Asian,Rochester W1 P11,3
18 to 24,Unknown,Asian,Rochester W1 P12,2
18 to 24,Unknown,Asian,Rochester W1 P13,6
18 to 24,Unknown,Asian,Rochester W1 P14,1
18 to 24,Unknown,Asian,Rochester W1 P4,1
18 to 24,Unknown,Asian,Rochester W1 P5,3
18 to 24,Unknown,Asian,Rochester W1 P6,1
18 to 24,Unknown,Asian,Rochester W1 P7,4
18 to 24,Unknown,Asian,Rochester W1 P8,1
18 to 24,Unknown,Asian,Rochester W1 P9,3
18 to 24,Unknown,Asian,Rochester W2 P1,3
18 to 24,Unknown,Asian,Rochester W2 P11,3
