Age,Gender,Race,Precinct,Total Registered: 2022
25 to 34,Unknown,White,Rochester W1 P10,4
25 to 34,Unknown,White,Rochester W1 P11,5
25 to 34,Unknown,White,Rochester W1 P12,2
25 to 34,Unknown,White,Rochester W1 P2,1
25 to 34,Unknown,White,Rochester W1 P4,1
25 to 34,Unknown,White,Rochester W1 P8,5
25 to 34,Unknown,White,Rochester W1 P9,1
25 to 34,Unknown,White,Rochester W2 P1,7
25 to 34,Unknown,White,Rochester W2 P11,3
25 to 34,Unknown,White,Rochester W2 P3,2
25 to 34,Unknown,White,Rochester W2 P4,2
25 to 34,Unknown,White,Rochester W2 P5,1
25 to 34,Unknown,White,Rochester W2 P6,3
25 to 34,Unknown,White,Rochester W4 P10,1
25 to 34,Unknown,White,Rochester W4 P11,2
25 to 34,Unknown,White,Rochester W4 P12,2
25 to 34,Unknown,White,Rochester W4 P8,3
25 to 34,Unknown,White,Rochester W4 P9,3
25 to 34,Unknown,White,Rochester W5 P14,1
25 to 34,Unknown,White,Stewartville,6
25 to 34,Unknown,White,West Concord,1
25 to 34,Unknown,Unknown,Byron,2
25 to 34,Unknown,Unknown,Claremont,1
25 to 34,Unknown,Unknown,Claremont Twp.,1
25 to 34,Unknown,Unknown,Mantorville Twp.,1
25 to 34,Unknown,Unknown,Rochester W1 P4,1
25 to 34,Unknown,Unknown,Rochester W2 P10,1
25 to 34,Unknown,Unknown,Rochester W2 P11,1
25 to 34,Unknown,Unknown,Rochester W2 P6,2
25 to 34,Unknown,Unknown,Rochester W4 P11,1
25 to 34,Unknown,Unknown,Rochester W4 P9,2
25 to 34,Unknown,Unknown,Stewartville,2
35 to 49,Male,Asian,Byron,1
35 to 49,Male,Asian,Kalmar Twp.,1
35 to 49,Male,Asian,Mantorville Twp.,1
35 to 49,Male,Asian,Rochester Twp P-1,8
35 to 49,Male,Asian,Rochester W1 P1,4
35 to 49,Male,Asian,Rochester W1 P10,1
35 to 49,Male,Asian,Rochester W1 P13,4
35 to 49,Male,Asian,Rochester W1 P14,1
35 to 49,Male,Asian,Rochester W1 P2,2
35 to 49,Male,Asian,Rochester W1 P4,1
35 to 49,Male,Asian,Rochester W1 P6,1
35 to 49,Male,Asian,Rochester W1 P7,4
35 to 49,Male,Asian,Rochester W1 P9,1
35 to 49,Male,Asian,Rochester W2 P1,2
35 to 49,Male,Asian,Rochester W2 P10,3
35 to 49,Male,Asian,Rochester W2 P11,2
35 to 49,Male,Asian,Rochester W2 P3,1
35 to 49,Male,Asian,Rochester W2 P4,1
35 to 49,Male,Asian,Rochester W2 P5,4
35 to 49,Male,Asian,Rochester W2 P6,3
35 to 49,Male,Asian,Rochester W2 P9,1
35 to 49,Male,Asian,Rochester W4 P10,1
35 to 49,Male,Asian,Rochester W4 P12,1
35 to 49,Male,Asian,Rochester W4 P8,1
35 to 49,Male,Asian,Stewartville,1
35 to 49,Male,Asian,Byron,2
35 to 49,Male,Asian,Rochester Twp P-1,1
35 to 49,Male,Asian,Rochester Twp P-2,1
35 to 49,Male,Asian,Rochester W1 P11,2
35 to 49,Male,Asian,Rochester W1 P13,4
35 to 49,Male,Asian,Rochester W1 P4,4
35 to 49,Male,Asian,Rochester W1 P6,4
35 to 49,Male,Asian,Rochester W1 P7,4
35 to 49,Male,Asian,Rochester W1 P8,2
35 to 49,Male,Asian,Rochester W2 P1,3
35 to 49,Male,Asian,Rochester W2 P10,4
35 to 49,Male,Asian,Rochester W2 P11,1
35 to 49,Male,Asian,Rochester W2 P2,5
35 to 49,Male,Asian,Rochester W2 P3,2
35 to 49,Male,Asian,Rochester W2 P5,1
35 to 49,Male,Asian,Rochester W2 P6,2
35 to 49,Male,Asian,Rochester W4 P10,3
35 to 49,Male,Asian,Rochester W4 P11,3
35 to 49,Male,Asian,Rochester W4 P12,1
35 to 49,Male,Asian,Rochester W4 P9,2
35 to 49,Male,Asian,Stewartville,3
35 to 49,Male,Asian,Byron,1
35 to 49,Male,Asian,Rochester Twp P-1,2
35 to 49,Male,Asian,Rochester W1 P1,1
35 to 49,Male,Asian,Rochester W1 P10,2
35 to 49,Male,Asian,Rochester W1 P13,4
35 to 49,Male,Asian,Rochester W1 P14,1
35 to 49,Male,Asian,Rochester W2 P10,1
35 to 49,Male,Asian,Rochester W2 P3,1
35 to 49,Male,Asian,Rochester W2 P5,1
35 to 49,Male,Asian,Rochester W4 P10,1
35 to 49,Male,Asian,Rochester W4 P11,2
35 to 49,Male,Asian,Rochester W4 P8,1
35 to 49,Male,Black,Rochester W1 P12,2
35 to 49,Male,Black,Rochester W1 P2,1
35 to 49,Male,Black,Rochester W1 P4,2
35 to 49,Male,Black,Rochester W1 P7,1
35 to 49,Male,Black,Rochester W2 P1,3
35 to 49,Male,Black,Rochester W2 P10,1
35 to 49,Male,Black,Rochester W2 P11,1
35 to 49,Male,Black,Rochester W2 P3,1
35 to 49,Male,Black,Rochester W2 P4,1
35 to 49,Male,Black,Rochester W2 P5,1
35 to 49,Male,Black,Rochester W4 P10,1
35 to 49,Male,Black,Rochester W4 P11,6
35 to 49,Male,Black,Rochester W4 P12,1
35 to 49,Male,Black,Rochester W4 P8,1
35 to 49,Male,Black,Rochester W4 P9,3
35 to 49,Male,Black,Byron,1
35 to 49,Male,Black,Cascade Twp. P-3,1
35 to 49,Male,Black,Kasson P-2,2
35 to 49,Male,Black,Marion Twp. P-2,1
35 to 49,Male,Black,Rochester W1 P10,1
35 to 49,Male,Black,Rochester W1 P12,3
35 to 49,Male,Black,Rochester W1 P2,1
35 to 49,Male,Black,Rochester W1 P4,2
35 to 49,Male,Black,Rochester W1 P5,1
35 to 49,Male,Black,Rochester W1 P7,1
35 to 49,Male,Black,Rochester W1 P9,1
35 to 49,Male,Black,Rochester W2 P1,1
35 to 49,Male,Black,Rochester W2 P2,2
35 to 49,Male,Black,Rochester W2 P3,1
35 to 49,Male,Black,Rochester W2 P6,1
35 to 49,Male,Black,Rochester W4 P10,6
35 to 49,Male,Black,Rochester W4 P11,5
35 to 49,Male,Black,Rochester W4 P13,2
35 to 49,Male,Black,Rochester W4 P8,5
35 to 49,Male,Black,Rochester W4 P9,7
35 to 49,Male,Black,Rochester W5 P14,1
35 to 49,Male,Black,Stewartville,1
35 to 49,Male,Black,West Concord,1
35 to 49,Male,Black,Kasson P-2,1
35 to 49,Male,Black,Rochester W1 P10,2
35 to 49,Male,Black,Rochester W1 P11,1
35 to 49,Male,Black,Rochester W1 P12,3
35 to 49,Male,Black,Rochester W1 P13,1
35 to 49,Male,Black,Rochester W1 P5,1
35 to 49,Male,Black,Rochester W1 P8,1
35 to 49,Male,Black,Rochester W2 P1,1
35 to 49,Male,Black,Rochester W2 P2,1
35 to 49,Male,Black,Rochester W2 P5,1
35 to 49,Male,Black,Rochester W2 P6,1
35 to 49,Male,Black,Rochester W4 P10,4
35 to 49,Male,Black,Rochester W4 P11,1
35 to 49,Male,Black,Rochester W4 P12,1
35 to 49,Male,Black,Rochester W4 P8,3
35 to 49,Male,Black,Rochester W4 P9,1
35 to 49,Male,Black,Stewartville,1
35 to 49,Male,Hispanic,Rochester W1 P4,1
35 to 49,Male,Hispanic,Rochester W1 P7,1
35 to 49,Male,Hispanic,Rochester W2 P1,1
35 to 49,Male,Hispanic,Rochester W2 P4,1
35 to 49,Male,Hispanic,Rochester W4 P10,2
35 to 49,Male,Hispanic,Rochester W4 P12,2
35 to 49,Male,Hispanic,Rochester W4 P8,1
35 to 49,Male,Hispanic,Stewartville,1
35 to 49,Male,Hispanic,Byron,6
35 to 49,Male,Hispanic,Claremont,1
35 to 49,Male,Hispanic,Dodge Center P-1,2
35 to 49,Male,Hispanic,Dodge Center P-2,2
35 to 49,Male,Hispanic,Hayfield Twp.,1
35 to 49,Male,Hispanic,Kalmar Twp.,1
35 to 49,Male,Hispanic,Kasson P-3,2
35 to 49,Male,Hispanic,Mantorville,1
35 to 49,Male,Hispanic,Mantorville Twp.,1
35 to 49,Male,Hispanic,Rochester Twp P-1,1
35 to 49,Male,Hispanic,Rochester Twp P-2,1
35 to 49,Male,Hispanic,Rochester W1 P1,1
35 to 49,Male,Hispanic,Rochester W1 P10,2
35 to 49,Male,Hispanic,Rochester W1 P12,1
35 to 49,Male,Hispanic,Rochester W1 P13,1
35 to 49,Male,Hispanic,Rochester W1 P2,3
35 to 49,Male,Hispanic,Rochester W1 P4,2
35 to 49,Male,Hispanic,Rochester W1 P6,5
35 to 49,Male,Hispanic,Rochester W1 P7,7
35 to 49,Male,Hispanic,Rochester W1 P8,2
35 to 49,Male,Hispanic,Rochester W1 P9,3
35 to 49,Male,Hispanic,Rochester W2 P1,4
35 to 49,Male,Hispanic,Rochester W2 P10,3
35 to 49,Male,Hispanic,Rochester W2 P11,3
35 to 49,Male,Hispanic,Rochester W2 P2,2
35 to 49,Male,Hispanic,Rochester W2 P3,2
35 to 49,Male,Hispanic,Rochester W2 P4,2
35 to 49,Male,Hispanic,Rochester W2 P5,2
35 to 49,Male,Hispanic,Rochester W2 P6,4
35 to 49,Male,Hispanic,Rochester W2 P9,1
35 to 49,Male,Hispanic,Rochester W4 P10,4
35 to 49,Male,Hispanic,Rochester W4 P12,3
35 to 49,Male,Hispanic,Rochester W4 P8,1
35 to 49,Male,Hispanic,Rochester W4 P9,2
35 to 49,Male,Hispanic,Stewartville,4
35 to 49,Male,Hispanic,Byron,1
35 to 49,Male,Hispanic,Dodge Center P-1,2
35 to 49,Male,Hispanic,Hayfield,2
35 to 49,Male,Hispanic,Kasson P-2,3
35 to 49,Male,Hispanic,Kasson P-3,2
35 to 49,Male,Hispanic,Mantorville Twp.,3
35 to 49,Male,Hispanic,Rochester Twp P-1,2
35 to 49,Male,Hispanic,Rochester W1 P10,1
35 to 49,Male,Hispanic,Rochester W1 P11,1
35 to 49,Male,Hispanic,Rochester W1 P12,2
35 to 49,Male,Hispanic,Rochester W1 P13,2
35 to 49,Male,Hispanic,Rochester W1 P5,1
35 to 49,Male,Hispanic,Rochester W1 P6,2
35 to 49,Male,Hispanic,Rochester W1 P7,1
35 to 49,Male,Hispanic,Rochester W1 P8,2
35 to 49,Male,Hispanic,Rochester W1 P9,1
35 to 49,Male,Hispanic,Rochester W4 P10,2
35 to 49,Male,Hispanic,Rochester W4 P11,1
35 to 49,Male,Hispanic,Rochester W4 P12,2
35 to 49,Male,Hispanic,Rochester W4 P8,3
35 to 49,Male,Hispanic,Rochester W4 P9,1
35 to 49,Male,Hispanic,Rochester W5 P14,1
35 to 49,Male,Hispanic,West Concord,1
35 to 49,Male,White,Ashland Twp.,20
35 to 49,Male,White,Byron,526
35 to 49,Male,White,Canisteo Twp.,46
35 to 49,Male,White,Cascade Twp. P-3,21
35 to 49,Male,White,Claremont,28
35 to 49,Male,White,Claremont Twp.,25
35 to 49,Male,White,Concord Twp.,50
35 to 49,Male,White,Dodge Center P-1,122
35 to 49,Male,White,Dodge Center P-2,16
35 to 49,Male,White,Ellington Twp.,15
35 to 49,Male,White,Hayfield,72
35 to 49,Male,White,Hayfield Twp.,39
35 to 49,Male,White,High Forest Twp.,62
35 to 49,Male,White,Kalmar Twp.,101
35 to 49,Male,White,Kasson P-1,56
35 to 49,Male,White,Kasson P-2,348
35 to 49,Male,White,Kasson P-3,77
35 to 49,Male,White,Mantorville,62
35 to 49,Male,White,Mantorville Twp.,163
35 to 49,Male,White,Milton Twp.,61
35 to 49,Male,White,Ripley Twp.,12
35 to 49,Male,White,Rochester Twp P-1,122
35 to 49,Male,White,Rochester Twp P-2,21
35 to 49,Male,White,Rochester Twp P-3,4
35 to 49,Male,White,Rochester W1 P1,69
35 to 49,Male,White,Rochester W1 P10,62
35 to 49,Male,White,Rochester W1 P11,128
35 to 49,Male,White,Rochester W1 P12,135
35 to 49,Male,White,Rochester W1 P13,122
35 to 49,Male,White,Rochester W1 P14,44
35 to 49,Male,White,Rochester W1 P2,53
35 to 49,Male,White,Rochester W1 P4,90
35 to 49,Male,White,Rochester W1 P5,28
35 to 49,Male,White,Rochester W1 P6,149
35 to 49,Male,White,Rochester W1 P7,112
35 to 49,Male,White,Rochester W1 P8,114
35 to 49,Male,White,Rochester W1 P9,30
35 to 49,Male,White,Rochester W2 P1,100
35 to 49,Male,White,Rochester W2 P10,71
35 to 49,Male,White,Rochester W2 P11,102
35 to 49,Male,White,Rochester W2 P2,49
35 to 49,Male,White,Rochester W2 P3,98
35 to 49,Male,White,Rochester W2 P4,91
35 to 49,Male,White,Rochester W2 P5,64
35 to 49,Male,White,Rochester W2 P6,37
35 to 49,Male,White,Rochester W2 P9,68
35 to 49,Male,White,Rochester W4 P10,65
35 to 49,Male,White,Rochester W4 P11,51
35 to 49,Male,White,Rochester W4 P12,47
35 to 49,Male,White,Rochester W4 P13,43
35 to 49,Male,White,Rochester W4 P8,70
35 to 49,Male,White,Rochester W4 P9,17
35 to 49,Male,White,Rochester W5 P14,44
35 to 49,Male,White,Rock Dell Twp.,49
35 to 49,Male,White,Salem Twp.,82
35 to 49,Male,White,Stewartville,440
35 to 49,Male,White,Vernon Twp.,58
35 to 49,Male,White,Wasioja Twp.,72
35 to 49,Male,White,West Concord,37
35 to 49,Male,White,Westfield Twp.,36
35 to 49,Male,White,Ashland Twp.,1
35 to 49,Male,White,Byron,98
35 to 49,Male,White,Canisteo Twp.,7
35 to 49,Male,White,Cascade Twp. P-3,1
35 to 49,Male,White,Claremont,4
35 to 49,Male,White,Claremont Twp.,3
35 to 49,Male,White,Concord Twp.,1
35 to 49,Male,White,Dodge Center P-1,20
35 to 49,Male,White,Dodge Center P-2,7
35 to 49,Male,White,Hayfield,21
35 to 49,Male,White,Hayfield Twp.,2
35 to 49,Male,White,High Forest Twp.,15
35 to 49,Male,White,Kalmar Twp.,9
35 to 49,Male,White,Kasson P-1,3
35 to 49,Male,White,Kasson P-2,68
35 to 49,Male,White,Kasson P-3,12
35 to 49,Male,White,Mantorville,13
35 to 49,Male,White,Mantorville Twp.,20
35 to 49,Male,White,Marion Twp. P-2,1
35 to 49,Male,White,Milton Twp.,5
35 to 49,Male,White,Ripley Twp.,1
35 to 49,Male,White,Rochester Twp P-1,12
35 to 49,Male,White,Rochester Twp P-2,5
35 to 49,Male,White,Rochester W1 P1,10
35 to 49,Male,White,Rochester W1 P10,20
35 to 49,Male,White,Rochester W1 P11,19
35 to 49,Male,White,Rochester W1 P12,23
35 to 49,Male,White,Rochester W1 P13,18
35 to 49,Male,White,Rochester W1 P14,4
35 to 49,Male,White,Rochester W1 P2,10
35 to 49,Male,White,Rochester W1 P4,20
35 to 49,Male,White,Rochester W1 P5,12
35 to 49,Male,White,Rochester W1 P6,24
35 to 49,Male,White,Rochester W1 P7,18
35 to 49,Male,White,Rochester W1 P8,20
35 to 49,Male,White,Rochester W1 P9,10
35 to 49,Male,White,Rochester W2 P1,24
35 to 49,Male,White,Rochester W2 P10,10
35 to 49,Male,White,Rochester W2 P11,29
35 to 49,Male,White,Rochester W2 P2,9
35 to 49,Male,White,Rochester W2 P3,21
35 to 49,Male,White,Rochester W2 P4,11
35 to 49,Male,White,Rochester W2 P5,12
35 to 49,Male,White,Rochester W2 P6,13
35 to 49,Male,White,Rochester W2 P9,7
35 to 49,Male,White,Rochester W4 P10,7
35 to 49,Male,White,Rochester W4 P11,22
35 to 49,Male,White,Rochester W4 P12,17
35 to 49,Male,White,Rochester W4 P13,12
35 to 49,Male,White,Rochester W4 P8,14
35 to 49,Male,White,Rochester W4 P9,6
35 to 49,Male,White,Rochester W5 P14,12
35 to 49,Male,White,Rock Dell Twp.,4
35 to 49,Male,White,Salem Twp.,12
35 to 49,Male,White,Stewartville,81
35 to 49,Male,White,Vernon Twp.,3
35 to 49,Male,White,Wasioja Twp.,9
35 to 49,Male,White,West Concord,10
35 to 49,Male,White,Westfield Twp.,4
35 to 49,Male,White,Byron,14
35 to 49,Male,White,Claremont,1
35 to 49,Male,White,Claremont Twp.,1
35 to 49,Male,White,Concord Twp.,1
35 to 49,Male,White,Dodge Center P-1,3
35 to 49,Male,White,Dodge Center P-2,1
35 to 49,Male,White,Hayfield Twp.,2
35 to 49,Male,White,Kasson P-1,1
35 to 49,Male,White,Kasson P-2,9
35 to 49,Male,White,Kasson P-3,3
35 to 49,Male,White,Mantorville Twp.,3
35 to 49,Male,White,Milton Twp.,1
35 to 49,Male,White,Rochester Twp P-1,6
35 to 49,Male,White,Rochester Twp P-3,1
35 to 49,Male,White,Rochester W1 P1,2
35 to 49,Male,White,Rochester W1 P10,7
35 to 49,Male,White,Rochester W1 P11,7
35 to 49,Male,White,Rochester W1 P12,9
35 to 49,Male,White,Rochester W1 P13,10
35 to 49,Male,White,Rochester W1 P14,2
35 to 49,Male,White,Rochester W1 P2,2
35 to 49,Male,White,Rochester W1 P4,10
35 to 49,Male,White,Rochester W1 P6,7
35 to 49,Male,White,Rochester W1 P7,6
35 to 49,Male,White,Rochester W1 P8,10
35 to 49,Male,White,Rochester W1 P9,3
35 to 49,Male,White,Rochester W2 P1,4
35 to 49,Male,White,Rochester W2 P10,2
35 to 49,Male,White,Rochester W2 P11,11
35 to 49,Male,White,Rochester W2 P2,4
35 to 49,Male,White,Rochester W2 P3,1
35 to 49,Male,White,Rochester W2 P4,5
35 to 49,Male,White,Rochester W2 P5,3
35 to 49,Male,White,Rochester W2 P6,3
35 to 49,Male,White,Rochester W2 P9,6
35 to 49,Male,White,Rochester W4 P10,8
35 to 49,Male,White,Rochester W4 P11,9
35 to 49,Male,White,Rochester W4 P12,3
35 to 49,Male,White,Rochester W4 P13,3
35 to 49,Male,White,Rochester W4 P8,12
35 to 49,Male,White,Rochester W4 P9,1
35 to 49,Male,White,Rochester W5 P14,3
35 to 49,Male,White,Rock Dell Twp.,4
35 to 49,Male,White,Salem Twp.,2
35 to 49,Male,White,Stewartville,15
35 to 49,Male,White,West Concord,2
35 to 49,Male,Unknown,Byron,2
35 to 49,Male,Unknown,Rochester W1 P1,1
35 to 49,Male,Unknown,Rochester W1 P10,1
35 to 49,Male,Unknown,Rochester W1 P11,1
35 to 49,Male,Unknown,Rochester W1 P12,1
35 to 49,Male,Unknown,Rochester W1 P2,1
35 to 49,Male,Unknown,Rochester W1 P6,1
35 to 49,Male,Unknown,Rochester W1 P7,1
35 to 49,Male,Unknown,Rochester W1 P8,1
35 to 49,Male,Unknown,Rochester W2 P1,1
35 to 49,Male,Unknown,Rochester W2 P11,1
35 to 49,Male,Unknown,Rochester W2 P4,1
35 to 49,Male,Unknown,Rochester W2 P5,3
35 to 49,Male,Unknown,Rochester W4 P13,1
35 to 49,Male,Unknown,Stewartville,1
35 to 49,Female,Asian,Byron,3
35 to 49,Female,Asian,Kasson P-2,2
35 to 49,Female,Asian,Rochester Twp P-1,4
35 to 49,Female,Asian,Rochester W1 P1,6
35 to 49,Female,Asian,Rochester W1 P11,1
35 to 49,Female,Asian,Rochester W1 P12,2
35 to 49,Female,Asian,Rochester W1 P13,3
35 to 49,Female,Asian,Rochester W1 P2,3
35 to 49,Female,Asian,Rochester W1 P7,5
35 to 49,Female,Asian,Rochester W2 P11,1
35 to 49,Female,Asian,Rochester W2 P3,1
35 to 49,Female,Asian,Rochester W4 P10,1
35 to 49,Female,Asian,Rochester W4 P12,1
35 to 49,Female,Asian,Stewartville,2
35 to 49,Female,Asian,Byron,1
35 to 49,Female,Asian,Claremont Twp.,1
35 to 49,Female,Asian,Rochester Twp P-1,11
35 to 49,Female,Asian,Rochester Twp P-2,1
35 to 49,Female,Asian,Rochester W1 P10,2
35 to 49,Female,Asian,Rochester W1 P11,2
35 to 49,Female,Asian,Rochester W1 P13,3
35 to 49,Female,Asian,Rochester W1 P2,2
35 to 49,Female,Asian,Rochester W1 P4,1
35 to 49,Female,Asian,Rochester W1 P5,1
35 to 49,Female,Asian,Rochester W1 P6,4
35 to 49,Female,Asian,Rochester W1 P7,3
35 to 49,Female,Asian,Rochester W1 P9,1
35 to 49,Female,Asian,Rochester W2 P1,3
35 to 49,Female,Asian,Rochester W2 P10,1
35 to 49,Female,Asian,Rochester W2 P11,2
35 to 49,Female,Asian,Rochester W2 P2,1
35 to 49,Female,Asian,Rochester W2 P3,2
35 to 49,Female,Asian,Rochester W2 P4,1
35 to 49,Female,Asian,Rochester W2 P5,3
35 to 49,Female,Asian,Rochester W2 P6,2
35 to 49,Female,Asian,Rochester W4 P13,1
35 to 49,Female,Asian,Rochester W4 P8,4
35 to 49,Female,Asian,Rochester W4 P9,1
35 to 49,Female,Asian,Rochester W5 P14,1
35 to 49,Female,Asian,Byron,2
35 to 49,Female,Asian,Dodge Center P-1,1
35 to 49,Female,Asian,Kalmar Twp.,1
35 to 49,Female,Asian,Rochester Twp P-1,2
35 to 49,Female,Asian,Rochester W1 P12,1
35 to 49,Female,Asian,Rochester W1 P13,2
35 to 49,Female,Asian,Rochester W1 P6,1
35 to 49,Female,Asian,Rochester W1 P7,2
35 to 49,Female,Asian,Rochester W2 P5,1
35 to 49,Female,Asian,Rochester W2 P6,2
35 to 49,Female,Asian,Rochester W2 P9,1
35 to 49,Female,Asian,Rochester W4 P10,1
35 to 49,Female,Asian,Rochester W4 P11,3
35 to 49,Female,Asian,Rochester W4 P8,2
35 to 49,Female,Asian,Rochester W5 P14,2
35 to 49,Female,Asian,Stewartville,1
35 to 49,Female,Black,Rochester W1 P11,1
35 to 49,Female,Black,Rochester W1 P12,2
35 to 49,Female,Black,Rochester W1 P7,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P2,2
35 to 49,Female,Black,Rochester W2 P3,1
35 to 49,Female,Black,Rochester W2 P5,1
35 to 49,Female,Black,Rochester W4 P10,3
35 to 49,Female,Black,Rochester W4 P11,5
35 to 49,Female,Black,Rochester W4 P8,3
35 to 49,Female,Black,Rochester W4 P9,9
35 to 49,Female,Black,Byron,1
35 to 49,Female,Black,Dodge Center P-2,1
35 to 49,Female,Black,Rochester Twp P-3,1
35 to 49,Female,Black,Rochester W1 P10,2
35 to 49,Female,Black,Rochester W1 P11,2
35 to 49,Female,Black,Rochester W1 P12,5
35 to 49,Female,Black,Rochester W1 P2,1
35 to 49,Female,Black,Rochester W1 P4,1
35 to 49,Female,Black,Rochester W1 P5,4
35 to 49,Female,Black,Rochester W1 P6,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P11,1
35 to 49,Female,Black,Rochester W2 P2,1
35 to 49,Female,Black,Rochester W2 P4,2
35 to 49,Female,Black,Rochester W2 P5,1
35 to 49,Female,Black,Rochester W2 P6,5
35 to 49,Female,Black,Rochester W4 P10,8
35 to 49,Female,Black,Rochester W4 P11,3
35 to 49,Female,Black,Rochester W4 P12,2
35 to 49,Female,Black,Rochester W4 P8,4
35 to 49,Female,Black,Rochester W4 P9,3
35 to 49,Female,Black,Salem Twp.,1
35 to 49,Female,Black,Stewartville,2
35 to 49,Female,Black,Rochester Twp P-1,1
35 to 49,Female,Black,Rochester W1 P13,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P11,1
35 to 49,Female,Black,Rochester W2 P3,2
35 to 49,Female,Black,Rochester W4 P10,4
35 to 49,Female,Black,Rochester W4 P11,6
35 to 49,Female,Black,Rochester W4 P13,1
35 to 49,Female,Black,Rochester W4 P8,1
35 to 49,Female,Black,Rochester W4 P9,4
35 to 49,Female,Hispanic,Dodge Center P-1,1
35 to 49,Female,Hispanic,Rochester W1 P4,1
35 to 49,Female,Hispanic,Rochester W4 P10,1
35 to 49,Female,Hispanic,Rochester W4 P12,2
35 to 49,Female,Hispanic,Rochester W4 P8,1
35 to 49,Female,Hispanic,Stewartville,1
35 to 49,Female,Hispanic,Byron,3
35 to 49,Female,Hispanic,Cascade Twp. P-3,1
35 to 49,Female,Hispanic,Claremont,2
35 to 49,Female,Hispanic,Claremont Twp.,1
35 to 49,Female,Hispanic,Dodge Center P-1,6
35 to 49,Female,Hispanic,Hayfield,3
35 to 49,Female,Hispanic,Kasson P-2,2
35 to 49,Female,Hispanic,Rochester Twp P-1,1
35 to 49,Female,Hispanic,Rochester Twp P-2,1
35 to 49,Female,Hispanic,Rochester W1 P1,3
35 to 49,Female,Hispanic,Rochester W1 P10,1
35 to 49,Female,Hispanic,Rochester W1 P11,2
35 to 49,Female,Hispanic,Rochester W1 P12,5
35 to 49,Female,Hispanic,Rochester W1 P13,1
35 to 49,Female,Hispanic,Rochester W1 P4,2
35 to 49,Female,Hispanic,Rochester W1 P6,3
35 to 49,Female,Hispanic,Rochester W1 P7,3
35 to 49,Female,Hispanic,Rochester W1 P8,2
35 to 49,Female,Hispanic,Rochester W2 P1,2
35 to 49,Female,Hispanic,Rochester W2 P10,2
35 to 49,Female,Hispanic,Rochester W2 P11,2
35 to 49,Female,Hispanic,Rochester W2 P2,2
35 to 49,Female,Hispanic,Rochester W2 P5,1
35 to 49,Female,Hispanic,Rochester W2 P6,1
35 to 49,Female,Hispanic,Rochester W2 P9,1
35 to 49,Female,Hispanic,Rochester W4 P10,3
35 to 49,Female,Hispanic,Rochester W4 P11,1
35 to 49,Female,Hispanic,Rochester W4 P12,6
35 to 49,Female,Hispanic,Rochester W4 P8,1
35 to 49,Female,Hispanic,Rochester W4 P9,1
35 to 49,Female,Hispanic,Salem Twp.,1
35 to 49,Female,Hispanic,Stewartville,1
35 to 49,Female,Hispanic,West Concord,1
35 to 49,Female,Hispanic,Byron,1
35 to 49,Female,Hispanic,Dodge Center P-1,3
35 to 49,Female,Hispanic,Dodge Center P-2,2
35 to 49,Female,Hispanic,Kasson P-2,1
35 to 49,Female,Hispanic,Kasson P-3,1
35 to 49,Female,Hispanic,Rochester W1 P10,1
35 to 49,Female,Hispanic,Rochester W1 P11,1
35 to 49,Female,Hispanic,Rochester W1 P12,4
35 to 49,Female,Hispanic,Rochester W1 P4,1
35 to 49,Female,Hispanic,Rochester W1 P8,2
35 to 49,Female,Hispanic,Rochester W1 P9,1
35 to 49,Female,Hispanic,Rochester W2 P4,1
35 to 49,Female,Hispanic,Rochester W2 P5,1
35 to 49,Female,Hispanic,Rochester W4 P10,2
35 to 49,Female,Hispanic,Rochester W4 P12,4
35 to 49,Female,Hispanic,Rochester W4 P8,3
35 to 49,Female,Hispanic,Rochester W4 P9,2
35 to 49,Female,Hispanic,Stewartville,4
35 to 49,Female,Hispanic,West Concord,1
35 to 49,Female,Native,Rochester W4 P9,1
35 to 49,Female,White,Ashland Twp.,22
35 to 49,Female,White,Byron,612
35 to 49,Female,White,Canisteo Twp.,42
35 to 49,Female,White,Cascade Twp. P-3,21
35 to 49,Female,White,Claremont,27
35 to 49,Female,White,Claremont Twp.,25
35 to 49,Female,White,Concord Twp.,46
35 to 49,Female,White,Dodge Center P-1,151
35 to 49,Female,White,Dodge Center P-2,25
35 to 49,Female,White,Ellington Twp.,16
35 to 49,Female,White,Hayfield,71
35 to 49,Female,White,Hayfield Twp.,39
35 to 49,Female,White,High Forest Twp.,69
35 to 49,Female,White,Kalmar Twp.,94
35 to 49,Female,White,Kasson P-1,56
35 to 49,Female,White,Kasson P-2,366
35 to 49,Female,White,Kasson P-3,86
35 to 49,Female,White,Mantorville,87
35 to 49,Female,White,Mantorville Twp.,183
35 to 49,Female,White,Milton Twp.,61
35 to 49,Female,White,Ripley Twp.,13
35 to 49,Female,White,Rochester Twp P-1,126
35 to 49,Female,White,Rochester Twp P-2,22
35 to 49,Female,White,Rochester Twp P-3,6
35 to 49,Female,White,Rochester W1 P1,76
35 to 49,Female,White,Rochester W1 P10,78
35 to 49,Female,White,Rochester W1 P11,145
35 to 49,Female,White,Rochester W1 P12,157
35 to 49,Female,White,Rochester W1 P13,133
35 to 49,Female,White,Rochester W1 P14,48
35 to 49,Female,White,Rochester W1 P2,58
