Age,Gender,Party,Precinct,Total Registered: 2020
50 to 64,Male,Independent / Undecided / Swing,Mantorville,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P13,2
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P8,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P10,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P2,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P5,2
50 to 64,Male,Independent / Undecided / Swing,Stewartville,2
50 to 64,Male,Independent / Undecided / Swing,Vernon Twp.,1
50 to 64,Male,Independent / Undecided / Swing,Wasioja Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Ashland Twp.,3
50 to 64,Male,Independent / Undecided / Swing,Byron,64
50 to 64,Male,Independent / Undecided / Swing,Canisteo Twp.,8
50 to 64,Male,Independent / Undecided / Swing,Cascade Twp. P-3,8
50 to 64,Male,Independent / Undecided / Swing,Claremont,2
50 to 64,Male,Independent / Undecided / Swing,Claremont Twp.,3
50 to 64,Male,Independent / Undecided / Swing,Concord Twp.,3
50 to 64,Male,Independent / Undecided / Swing,Dodge Center P-1,19
50 to 64,Male,Independent / Undecided / Swing,Dodge Center P-2,6
50 to 64,Male,Independent / Undecided / Swing,Hayfield,1
50 to 64,Male,Independent / Undecided / Swing,Hayfield Twp.,3
50 to 64,Male,Independent / Undecided / Swing,High Forest Twp.,29
50 to 64,Male,Independent / Undecided / Swing,Kalmar Twp.,12
50 to 64,Male,Independent / Undecided / Swing,Kasson P-1,7
50 to 64,Male,Independent / Undecided / Swing,Kasson P-2,50
50 to 64,Male,Independent / Undecided / Swing,Kasson P-3,2
50 to 64,Male,Independent / Undecided / Swing,Mantorville,17
50 to 64,Male,Independent / Undecided / Swing,Mantorville Twp.,21
50 to 64,Male,Independent / Undecided / Swing,Milton Twp.,6
50 to 64,Male,Independent / Undecided / Swing,Ripley Twp.,1
50 to 64,Male,Independent / Undecided / Swing,Rochester Twp P-1,15
50 to 64,Male,Independent / Undecided / Swing,Rochester Twp P-2,6
50 to 64,Male,Independent / Undecided / Swing,Rochester Twp P-3,2
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P1,27
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P10,9
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P11,39
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P12,43
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P13,40
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P14,15
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P2,13
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P4,18
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P5,5
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P6,27
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P7,32
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P8,38
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P9,23
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P1,24
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P10,27
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P11,22
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P2,19
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P3,22
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P4,21
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P5,17
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P6,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P9,15
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P10,7
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P11,9
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P12,14
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P13,12
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P8,12
50 to 64,Male,Independent / Undecided / Swing,Rochester W5 P14,9
50 to 64,Male,Independent / Undecided / Swing,Rock Dell Twp.,6
50 to 64,Male,Independent / Undecided / Swing,Salem Twp.,13
50 to 64,Male,Independent / Undecided / Swing,Stewartville,100
50 to 64,Male,Independent / Undecided / Swing,Vernon Twp.,6
50 to 64,Male,Independent / Undecided / Swing,Wasioja Twp.,5
50 to 64,Male,Independent / Undecided / Swing,West Concord,4
50 to 64,Male,Independent / Undecided / Swing,Westfield Twp.,7
50 to 64,Male,Independent / Undecided / Swing,Ashland Twp.,1
50 to 64,Male,Independent / Undecided / Swing,Byron,32
50 to 64,Male,Independent / Undecided / Swing,Canisteo Twp.,3
50 to 64,Male,Independent / Undecided / Swing,Cascade Twp. P-3,2
50 to 64,Male,Independent / Undecided / Swing,Claremont,1
50 to 64,Male,Independent / Undecided / Swing,Claremont Twp.,1
50 to 64,Male,Independent / Undecided / Swing,Concord Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Dodge Center P-1,6
50 to 64,Male,Independent / Undecided / Swing,Dodge Center P-2,1
50 to 64,Male,Independent / Undecided / Swing,Ellington Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Hayfield,4
50 to 64,Male,Independent / Undecided / Swing,Hayfield Twp.,2
50 to 64,Male,Independent / Undecided / Swing,High Forest Twp.,6
50 to 64,Male,Independent / Undecided / Swing,Kalmar Twp.,5
50 to 64,Male,Independent / Undecided / Swing,Kasson P-1,4
50 to 64,Male,Independent / Undecided / Swing,Kasson P-2,18
50 to 64,Male,Independent / Undecided / Swing,Kasson P-3,6
50 to 64,Male,Independent / Undecided / Swing,Mantorville,7
50 to 64,Male,Independent / Undecided / Swing,Mantorville Twp.,14
50 to 64,Male,Independent / Undecided / Swing,Milton Twp.,7
50 to 64,Male,Independent / Undecided / Swing,Ripley Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Rochester Twp P-1,9
50 to 64,Male,Independent / Undecided / Swing,Rochester Twp P-2,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P1,5
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P10,6
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P11,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P12,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P13,7
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P14,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P2,3
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P4,5
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P5,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P6,10
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P7,10
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P8,5
50 to 64,Male,Independent / Undecided / Swing,Rochester W1 P9,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P1,9
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P10,5
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P11,6
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P2,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P3,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P4,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P5,6
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P6,1
50 to 64,Male,Independent / Undecided / Swing,Rochester W2 P9,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P10,2
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P11,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P12,3
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P13,3
50 to 64,Male,Independent / Undecided / Swing,Rochester W4 P9,4
50 to 64,Male,Independent / Undecided / Swing,Rochester W5 P14,4
50 to 64,Male,Independent / Undecided / Swing,Rock Dell Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Salem Twp.,14
50 to 64,Male,Independent / Undecided / Swing,Stewartville,16
50 to 64,Male,Independent / Undecided / Swing,Vernon Twp.,6
50 to 64,Male,Independent / Undecided / Swing,Wasioja Twp.,7
50 to 64,Male,Independent / Undecided / Swing,West Concord,1
50 to 64,Male,Republican,Byron,33
50 to 64,Male,Republican,Canisteo Twp.,7
50 to 64,Male,Republican,Cascade Twp. P-3,5
50 to 64,Male,Republican,Claremont,1
50 to 64,Male,Republican,Concord Twp.,2
50 to 64,Male,Republican,Dodge Center P-1,6
50 to 64,Male,Republican,Dodge Center P-2,1
50 to 64,Male,Republican,Ellington Twp.,4
50 to 64,Male,Republican,Hayfield,3
50 to 64,Male,Republican,Hayfield Twp.,4
50 to 64,Male,Republican,High Forest Twp.,10
50 to 64,Male,Republican,Kalmar Twp.,4
50 to 64,Male,Republican,Kasson P-1,5
50 to 64,Male,Republican,Kasson P-2,23
50 to 64,Male,Republican,Kasson P-3,5
50 to 64,Male,Republican,Mantorville,4
50 to 64,Male,Republican,Mantorville Twp.,9
50 to 64,Male,Republican,Milton Twp.,4
50 to 64,Male,Republican,Ripley Twp.,1
50 to 64,Male,Republican,Rochester Twp P-1,10
50 to 64,Male,Republican,Rochester Twp P-2,2
50 to 64,Male,Republican,Rochester W1 P1,4
50 to 64,Male,Republican,Rochester W1 P10,4
50 to 64,Male,Republican,Rochester W1 P11,6
50 to 64,Male,Republican,Rochester W1 P12,6
50 to 64,Male,Republican,Rochester W1 P13,15
50 to 64,Male,Republican,Rochester W1 P14,4
50 to 64,Male,Republican,Rochester W1 P2,6
50 to 64,Male,Republican,Rochester W1 P4,8
50 to 64,Male,Republican,Rochester W1 P5,3
50 to 64,Male,Republican,Rochester W1 P6,10
50 to 64,Male,Republican,Rochester W1 P7,11
50 to 64,Male,Republican,Rochester W1 P8,10
50 to 64,Male,Republican,Rochester W1 P9,8
50 to 64,Male,Republican,Rochester W2 P1,12
50 to 64,Male,Republican,Rochester W2 P10,10
50 to 64,Male,Republican,Rochester W2 P11,4
50 to 64,Male,Republican,Rochester W2 P2,8
50 to 64,Male,Republican,Rochester W2 P3,12
50 to 64,Male,Republican,Rochester W2 P4,6
50 to 64,Male,Republican,Rochester W2 P5,4
50 to 64,Male,Republican,Rochester W2 P6,1
50 to 64,Male,Republican,Rochester W2 P9,3
50 to 64,Male,Republican,Rochester W4 P10,2
50 to 64,Male,Republican,Rochester W4 P11,6
50 to 64,Male,Republican,Rochester W4 P12,5
50 to 64,Male,Republican,Rochester W4 P13,4
50 to 64,Male,Republican,Rochester W4 P8,6
50 to 64,Male,Republican,Rochester W4 P9,4
50 to 64,Male,Republican,Rochester W5 P14,6
50 to 64,Male,Republican,Rock Dell Twp.,5
50 to 64,Male,Republican,Salem Twp.,6
50 to 64,Male,Republican,Stewartville,38
50 to 64,Male,Republican,Vernon Twp.,4
50 to 64,Male,Republican,Wasioja Twp.,8
50 to 64,Male,Republican,West Concord,3
50 to 64,Male,Republican,Westfield Twp.,9
50 to 64,Male,Republican,Ashland Twp.,4
50 to 64,Male,Republican,Byron,60
50 to 64,Male,Republican,Canisteo Twp.,7
50 to 64,Male,Republican,Cascade Twp. P-3,6
50 to 64,Male,Republican,Claremont,8
50 to 64,Male,Republican,Claremont Twp.,5
50 to 64,Male,Republican,Concord Twp.,5
50 to 64,Male,Republican,Dodge Center P-1,16
50 to 64,Male,Republican,Dodge Center P-2,4
50 to 64,Male,Republican,Ellington Twp.,3
50 to 64,Male,Republican,Hayfield,11
50 to 64,Male,Republican,Hayfield Twp.,9
50 to 64,Male,Republican,High Forest Twp.,13
50 to 64,Male,Republican,Kalmar Twp.,27
50 to 64,Male,Republican,Kasson P-1,7
50 to 64,Male,Republican,Kasson P-2,33
50 to 64,Male,Republican,Kasson P-3,10
50 to 64,Male,Republican,Mantorville,14
50 to 64,Male,Republican,Mantorville Twp.,26
50 to 64,Male,Republican,Milton Twp.,9
50 to 64,Male,Republican,Ripley Twp.,4
50 to 64,Male,Republican,Rochester Twp P-1,25
50 to 64,Male,Republican,Rochester Twp P-2,3
50 to 64,Male,Republican,Rochester Twp P-3,3
50 to 64,Male,Republican,Rochester W1 P1,16
50 to 64,Male,Republican,Rochester W1 P10,6
50 to 64,Male,Republican,Rochester W1 P11,17
50 to 64,Male,Republican,Rochester W1 P12,14
50 to 64,Male,Republican,Rochester W1 P13,18
50 to 64,Male,Republican,Rochester W1 P14,6
50 to 64,Male,Republican,Rochester W1 P2,14
50 to 64,Male,Republican,Rochester W1 P4,10
50 to 64,Male,Republican,Rochester W1 P5,4
50 to 64,Male,Republican,Rochester W1 P6,17
50 to 64,Male,Republican,Rochester W1 P7,17
50 to 64,Male,Republican,Rochester W1 P8,20
50 to 64,Male,Republican,Rochester W1 P9,5
50 to 64,Male,Republican,Rochester W2 P1,12
50 to 64,Male,Republican,Rochester W2 P10,25
50 to 64,Male,Republican,Rochester W2 P11,20
50 to 64,Male,Republican,Rochester W2 P2,8
50 to 64,Male,Republican,Rochester W2 P3,15
50 to 64,Male,Republican,Rochester W2 P4,8
50 to 64,Male,Republican,Rochester W2 P5,13
50 to 64,Male,Republican,Rochester W2 P6,5
50 to 64,Male,Republican,Rochester W2 P9,14
50 to 64,Male,Republican,Rochester W4 P10,8
50 to 64,Male,Republican,Rochester W4 P11,4
50 to 64,Male,Republican,Rochester W4 P12,16
50 to 64,Male,Republican,Rochester W4 P13,6
50 to 64,Male,Republican,Rochester W4 P8,6
50 to 64,Male,Republican,Rochester W4 P9,2
50 to 64,Male,Republican,Rochester W5 P14,9
50 to 64,Male,Republican,Rock Dell Twp.,8
50 to 64,Male,Republican,Salem Twp.,12
50 to 64,Male,Republican,Stewartville,42
50 to 64,Male,Republican,Vernon Twp.,9
50 to 64,Male,Republican,Wasioja Twp.,7
50 to 64,Male,Republican,West Concord,5
50 to 64,Male,Republican,Westfield Twp.,4
50 to 64,Male,Republican,Byron,5
50 to 64,Male,Republican,Cascade Twp. P-3,1
50 to 64,Male,Republican,Claremont,1
50 to 64,Male,Republican,Concord Twp.,3
50 to 64,Male,Republican,Dodge Center P-1,1
50 to 64,Male,Republican,Hayfield,1
50 to 64,Male,Republican,High Forest Twp.,2
50 to 64,Male,Republican,Kalmar Twp.,2
50 to 64,Male,Republican,Kasson P-1,2
50 to 64,Male,Republican,Kasson P-2,3
50 to 64,Male,Republican,Mantorville,3
50 to 64,Male,Republican,Mantorville Twp.,2
50 to 64,Male,Republican,Milton Twp.,2
50 to 64,Male,Republican,Rochester Twp P-1,7
50 to 64,Male,Republican,Rochester Twp P-2,1
50 to 64,Male,Republican,Rochester W1 P1,2
50 to 64,Male,Republican,Rochester W1 P12,5
50 to 64,Male,Republican,Rochester W1 P13,4
50 to 64,Male,Republican,Rochester W1 P14,1
50 to 64,Male,Republican,Rochester W1 P2,4
50 to 64,Male,Republican,Rochester W1 P4,2
50 to 64,Male,Republican,Rochester W1 P5,2
50 to 64,Male,Republican,Rochester W1 P6,3
50 to 64,Male,Republican,Rochester W1 P7,3
50 to 64,Male,Republican,Rochester W1 P8,3
50 to 64,Male,Republican,Rochester W1 P9,2
50 to 64,Male,Republican,Rochester W2 P1,5
50 to 64,Male,Republican,Rochester W2 P10,4
50 to 64,Male,Republican,Rochester W2 P11,3
50 to 64,Male,Republican,Rochester W2 P3,3
50 to 64,Male,Republican,Rochester W2 P4,7
50 to 64,Male,Republican,Rochester W2 P5,2
50 to 64,Male,Republican,Rochester W2 P9,1
50 to 64,Male,Republican,Rochester W4 P10,1
50 to 64,Male,Republican,Rochester W4 P11,1
50 to 64,Male,Republican,Rochester W4 P12,5
50 to 64,Male,Republican,Rochester W4 P8,3
50 to 64,Male,Republican,Rochester W5 P14,2
50 to 64,Male,Republican,Rock Dell Twp.,1
50 to 64,Male,Republican,Salem Twp.,1
50 to 64,Male,Republican,Stewartville,5
50 to 64,Male,Republican,Westfield Twp.,1
50 to 64,Male,No Data / Unknown,Byron,32
50 to 64,Male,No Data / Unknown,Canisteo Twp.,9
50 to 64,Male,No Data / Unknown,Cascade Twp. P-3,2
50 to 64,Male,No Data / Unknown,Claremont,2
50 to 64,Male,No Data / Unknown,Claremont Twp.,1
50 to 64,Male,No Data / Unknown,Concord Twp.,1
50 to 64,Male,No Data / Unknown,Dodge Center P-1,11
50 to 64,Male,No Data / Unknown,Dodge Center P-2,2
50 to 64,Male,No Data / Unknown,Ellington Twp.,4
50 to 64,Male,No Data / Unknown,Hayfield,7
50 to 64,Male,No Data / Unknown,Hayfield Twp.,3
50 to 64,Male,No Data / Unknown,High Forest Twp.,11
50 to 64,Male,No Data / Unknown,Kalmar Twp.,9
50 to 64,Male,No Data / Unknown,Kasson P-1,2
50 to 64,Male,No Data / Unknown,Kasson P-2,23
50 to 64,Male,No Data / Unknown,Kasson P-3,4
50 to 64,Male,No Data / Unknown,Mantorville,7
50 to 64,Male,No Data / Unknown,Mantorville Twp.,9
50 to 64,Male,No Data / Unknown,Milton Twp.,5
50 to 64,Male,No Data / Unknown,Ripley Twp.,1
50 to 64,Male,No Data / Unknown,Rochester Twp P-1,17
50 to 64,Male,No Data / Unknown,Rochester Twp P-2,1
50 to 64,Male,No Data / Unknown,Rochester W1 P1,7
50 to 64,Male,No Data / Unknown,Rochester W1 P10,3
50 to 64,Male,No Data / Unknown,Rochester W1 P11,7
50 to 64,Male,No Data / Unknown,Rochester W1 P12,4
50 to 64,Male,No Data / Unknown,Rochester W1 P13,8
50 to 64,Male,No Data / Unknown,Rochester W1 P2,9
50 to 64,Male,No Data / Unknown,Rochester W1 P4,8
50 to 64,Male,No Data / Unknown,Rochester W1 P5,3
50 to 64,Male,No Data / Unknown,Rochester W1 P6,4
50 to 64,Male,No Data / Unknown,Rochester W1 P7,8
50 to 64,Male,No Data / Unknown,Rochester W1 P8,7
50 to 64,Male,No Data / Unknown,Rochester W2 P1,10
50 to 64,Male,No Data / Unknown,Rochester W2 P10,7
50 to 64,Male,No Data / Unknown,Rochester W2 P11,12
50 to 64,Male,No Data / Unknown,Rochester W2 P2,7
50 to 64,Male,No Data / Unknown,Rochester W2 P3,5
50 to 64,Male,No Data / Unknown,Rochester W2 P4,7
50 to 64,Male,No Data / Unknown,Rochester W2 P5,3
50 to 64,Male,No Data / Unknown,Rochester W2 P6,1
50 to 64,Male,No Data / Unknown,Rochester W2 P9,4
50 to 64,Male,No Data / Unknown,Rochester W4 P10,1
50 to 64,Male,No Data / Unknown,Rochester W4 P11,6
50 to 64,Male,No Data / Unknown,Rochester W4 P12,8
50 to 64,Male,No Data / Unknown,Rochester W4 P13,3
50 to 64,Male,No Data / Unknown,Rochester W4 P8,5
50 to 64,Male,No Data / Unknown,Rochester W4 P9,7
50 to 64,Male,No Data / Unknown,Rochester W5 P14,3
50 to 64,Male,No Data / Unknown,Rock Dell Twp.,5
50 to 64,Male,No Data / Unknown,Salem Twp.,7
50 to 64,Male,No Data / Unknown,Stewartville,28
50 to 64,Male,No Data / Unknown,Vernon Twp.,7
50 to 64,Male,No Data / Unknown,Wasioja Twp.,12
50 to 64,Male,No Data / Unknown,West Concord,5
50 to 64,Male,No Data / Unknown,Westfield Twp.,6
50 to 64,Male,No Data / Unknown,Ashland Twp.,17
50 to 64,Male,No Data / Unknown,Byron,132
50 to 64,Male,No Data / Unknown,Canisteo Twp.,31
50 to 64,Male,No Data / Unknown,Cascade Twp. P-3,4
50 to 64,Male,No Data / Unknown,Claremont,17
50 to 64,Male,No Data / Unknown,Claremont Twp.,24
50 to 64,Male,No Data / Unknown,Concord Twp.,28
50 to 64,Male,No Data / Unknown,Dodge Center P-1,54
50 to 64,Male,No Data / Unknown,Dodge Center P-2,13
50 to 64,Male,No Data / Unknown,Ellington Twp.,13
50 to 64,Male,No Data / Unknown,Hayfield,21
50 to 64,Male,No Data / Unknown,Hayfield Twp.,11
50 to 64,Male,No Data / Unknown,High Forest Twp.,26
50 to 64,Male,No Data / Unknown,Kalmar Twp.,47
50 to 64,Male,No Data / Unknown,Kasson P-1,16
50 to 64,Male,No Data / Unknown,Kasson P-2,95
50 to 64,Male,No Data / Unknown,Kasson P-3,28
50 to 64,Male,No Data / Unknown,Mantorville,46
50 to 64,Male,No Data / Unknown,Mantorville Twp.,109
50 to 64,Male,No Data / Unknown,Milton Twp.,29
50 to 64,Male,No Data / Unknown,Ripley Twp.,9
50 to 64,Male,No Data / Unknown,Rochester Twp P-1,31
50 to 64,Male,No Data / Unknown,Rochester Twp P-2,9
50 to 64,Male,No Data / Unknown,Rochester Twp P-3,2
50 to 64,Male,No Data / Unknown,Rochester W1 P1,17
50 to 64,Male,No Data / Unknown,Rochester W1 P10,26
50 to 64,Male,No Data / Unknown,Rochester W1 P11,27
50 to 64,Male,No Data / Unknown,Rochester W1 P12,20
50 to 64,Male,No Data / Unknown,Rochester W1 P13,23
50 to 64,Male,No Data / Unknown,Rochester W1 P14,8
50 to 64,Male,No Data / Unknown,Rochester W1 P2,16
50 to 64,Male,No Data / Unknown,Rochester W1 P4,27
50 to 64,Male,No Data / Unknown,Rochester W1 P5,9
50 to 64,Male,No Data / Unknown,Rochester W1 P6,26
50 to 64,Male,No Data / Unknown,Rochester W1 P7,30
50 to 64,Male,No Data / Unknown,Rochester W1 P8,22
50 to 64,Male,No Data / Unknown,Rochester W1 P9,6
50 to 64,Male,No Data / Unknown,Rochester W2 P1,35
50 to 64,Male,No Data / Unknown,Rochester W2 P10,22
50 to 64,Male,No Data / Unknown,Rochester W2 P11,26
50 to 64,Male,No Data / Unknown,Rochester W2 P2,18
50 to 64,Male,No Data / Unknown,Rochester W2 P3,18
50 to 64,Male,No Data / Unknown,Rochester W2 P4,22
50 to 64,Male,No Data / Unknown,Rochester W2 P5,11
50 to 64,Male,No Data / Unknown,Rochester W2 P6,13
50 to 64,Male,No Data / Unknown,Rochester W2 P9,18
50 to 64,Male,No Data / Unknown,Rochester W4 P10,16
50 to 64,Male,No Data / Unknown,Rochester W4 P11,14
50 to 64,Male,No Data / Unknown,Rochester W4 P12,30
50 to 64,Male,No Data / Unknown,Rochester W4 P13,19
50 to 64,Male,No Data / Unknown,Rochester W4 P8,23
50 to 64,Male,No Data / Unknown,Rochester W4 P9,18
50 to 64,Male,No Data / Unknown,Rochester W5 P14,8
50 to 64,Male,No Data / Unknown,Rock Dell Twp.,18
50 to 64,Male,No Data / Unknown,Salem Twp.,38
50 to 64,Male,No Data / Unknown,Stewartville,81
50 to 64,Male,No Data / Unknown,Vernon Twp.,27
50 to 64,Male,No Data / Unknown,Wasioja Twp.,41
50 to 64,Male,No Data / Unknown,West Concord,24
50 to 64,Male,No Data / Unknown,Westfield Twp.,19
50 to 64,Female,Democrat,Ashland Twp.,1
50 to 64,Female,Democrat,Byron,30
50 to 64,Female,Democrat,Canisteo Twp.,3
50 to 64,Female,Democrat,Claremont,3
50 to 64,Female,Democrat,Claremont Twp.,3
50 to 64,Female,Democrat,Concord Twp.,2
50 to 64,Female,Democrat,Dodge Center P-1,6
50 to 64,Female,Democrat,Dodge Center P-2,1
